date,crime_type,count
04/02/2021,Disorder,5
04/02/2021,Drugs,28
04/02/2021,Family Offense,4
04/02/2021,Homicide,1
04/02/2021,Kidnapping,1
04/02/2021,Property Crime,41
04/02/2021,Robbery,13
04/02/2021,Theft,39
04/02/2021,Theft from Vehicle,18
04/02/2021,Theft of Vehicle,7
04/02/2021,Traffic,1
04/02/2021,Vehicle Recovery,1
04/02/2021,Weapons Offense,11
04/02/2022,Arson,1
04/02/2022,Assault,69
04/02/2022,Breaking & Entering,15
04/02/2022,Disorder,4
04/02/2022,Drugs,23
04/02/2022,Homicide,1
04/02/2022,Property Crime,33
04/02/2022,Robbery,6
04/02/2022,Theft,44
04/02/2022,Theft from Vehicle,14
04/02/2022,Theft of Vehicle,10
04/02/2022,Traffic,2
04/02/2022,Weapons Offense,15
04/03/2001,Theft,1
04/03/2002,Theft,1
04/03/2006,Assault,85
04/03/2006,Breaking & Entering,53
04/03/2006,Disorder,2
04/03/2006,Drugs,13
04/03/2006,Kidnapping,1
04/03/2006,Property Crime,50
04/03/2006,Robbery,12
04/03/2006,Theft,61
04/03/2006,Theft from Vehicle,45
04/03/2006,Theft of Vehicle,25
04/03/2006,Vehicle Recovery,3
04/03/2006,Weapons Offense,3
04/03/2007,Arson,2
04/03/2007,Assault,95
04/03/2007,Breaking & Entering,45
04/03/2007,Drugs,27
04/03/2007,Property Crime,44
04/03/2007,Robbery,14
04/03/2007,Theft,71
04/03/2007,Theft from Vehicle,18
04/03/2007,Theft of Vehicle,28
04/03/2007,Traffic,1
04/03/2007,Vehicle Recovery,1
04/03/2007,Weapons Offense,5
04/03/2008,Arson,3
04/03/2008,Assault,90
04/03/2008,Breaking & Entering,39
04/03/2008,Drugs,17
04/03/2008,Family Offense,2
04/03/2008,Property Crime,35
04/03/2008,Robbery,17
04/03/2008,Theft,66
04/03/2008,Theft from Vehicle,22
04/03/2008,Theft of Vehicle,18
04/03/2008,Traffic,3
04/03/2008,Vehicle Recovery,1
04/03/2008,Weapons Offense,2
04/03/2009,Arson,1
04/03/2009,Assault,99
04/03/2009,Breaking & Entering,38
04/03/2009,Disorder,1
04/03/2009,Drugs,31
04/03/2009,Family Offense,4
04/03/2009,Homicide,1
04/03/2009,Kidnapping,1
04/03/2009,Property Crime,39
04/03/2009,Robbery,17
04/03/2009,Theft,85
04/03/2009,Theft from Vehicle,25
04/03/2009,Theft of Vehicle,10
04/03/2009,Traffic,3
04/03/2009,Weapons Offense,3
04/03/2010,Arson,2
04/03/2010,Assault,109
04/03/2010,Breaking & Entering,17
04/03/2010,Disorder,2
04/03/2010,Drugs,22
04/03/2010,Family Offense,2
04/03/2010,Kidnapping,2
04/03/2010,Liquor,1
04/03/2010,Property Crime,26
04/03/2010,Robbery,10
04/03/2010,Theft,56
04/03/2010,Theft from Vehicle,14
04/03/2010,Theft of Vehicle,11
04/03/2010,Traffic,11
04/03/2010,Weapons Offense,5
04/03/2011,Assault,94
04/03/2011,Breaking & Entering,25
04/03/2011,Disorder,2
04/03/2011,Drugs,12
04/03/2011,Family Offense,1
04/03/2011,Liquor,1
04/03/2011,Property Crime,34
04/03/2011,Robbery,5
04/03/2011,Theft,50
04/03/2011,Theft from Vehicle,10
04/03/2011,Theft of Vehicle,6
04/03/2011,Traffic,3
04/03/2011,Weapons Offense,1
04/03/2012,Assault,109
04/03/2012,Breaking & Entering,36
04/03/2012,Disorder,5
04/03/2012,Drugs,27
04/03/2012,Liquor,3
04/03/2012,Property Crime,40
04/03/2012,Robbery,13
04/03/2012,Theft,70
04/03/2012,Theft from Vehicle,19
04/03/2012,Theft of Vehicle,7
04/03/2012,Traffic,3
04/03/2012,Weapons Offense,4
04/03/2013,Arson,1
04/03/2013,Assault,82
04/03/2013,Breaking & Entering,26
04/03/2013,Disorder,4
04/03/2013,Drugs,20
04/03/2013,Homicide,1
04/03/2013,Kidnapping,1
04/03/2013,Liquor,1
04/03/2013,Property Crime,34
04/03/2013,Robbery,3
04/03/2013,Theft,62
04/03/2013,Theft from Vehicle,10
04/03/2013,Theft of Vehicle,11
04/03/2013,Traffic,1
04/03/2013,Vehicle Recovery,1
04/03/2013,Weapons Offense,3
04/03/2014,Arson,1
04/03/2014,Assault,89
04/03/2014,Breaking & Entering,24
04/03/2014,Disorder,9
04/03/2014,Drugs,21
04/03/2014,Homicide,1
04/03/2014,Property Crime,42
04/03/2014,Robbery,14
04/03/2014,Theft,60
04/03/2014,Theft from Vehicle,10
04/03/2014,Theft of Vehicle,6
04/03/2014,Vehicle Recovery,1
04/03/2014,Weapons Offense,5
04/03/2015,Assault,100
04/03/2015,Breaking & Entering,30
04/03/2015,Disorder,6
04/03/2015,Drugs,16
04/03/2015,Family Offense,1
04/03/2015,Liquor,1
04/03/2015,Property Crime,44
04/03/2015,Robbery,17
04/03/2015,Theft,66
04/03/2015,Theft from Vehicle,25
04/03/2015,Theft of Vehicle,10
04/03/2015,Traffic,4
04/03/2015,Weapons Offense,3
04/03/2016,Arson,2
04/03/2016,Assault,88
04/03/2016,Breaking & Entering,11
04/03/2016,Drugs,4
04/03/2016,Family Offense,3
04/03/2016,Property Crime,34
04/03/2016,Robbery,8
04/03/2016,Theft,28
04/03/2016,Theft from Vehicle,24
04/03/2016,Theft of Vehicle,10
04/03/2016,Vehicle Recovery,1
04/03/2016,Weapons Offense,2
04/03/2017,Arson,1
04/03/2017,Assault,81
04/03/2017,Breaking & Entering,23
04/03/2017,Disorder,4
04/03/2017,Drugs,11
04/03/2017,Family Offense,1
04/03/2017,Homicide,2
04/03/2017,Kidnapping,2
04/03/2017,Property Crime,37
04/03/2017,Robbery,8
04/03/2017,Theft,51
04/03/2017,Theft from Vehicle,17
04/03/2017,Theft of Vehicle,8
04/03/2017,Traffic,2
04/03/2017,Vehicle Recovery,3
04/03/2017,Weapons Offense,3
04/03/2018,Arson,1
04/03/2018,Assault,71
04/03/2018,Breaking & Entering,20
04/03/2018,Disorder,3
04/03/2018,Drugs,12
04/03/2018,Liquor,1
04/03/2018,Property Crime,35
04/03/2018,Robbery,4
04/03/2018,Theft,64
04/03/2018,Theft from Vehicle,14
04/03/2018,Theft of Vehicle,17
04/03/2018,Weapons Offense,3
04/03/2019,Assault,68
04/03/2019,Breaking & Entering,19
04/03/2019,Disorder,10
04/03/2019,Drugs,15
04/03/2019,Family Offense,3
04/03/2019,Liquor,1
04/03/2019,Property Crime,25
04/03/2019,Robbery,2
04/03/2019,Theft,65
04/03/2019,Theft from Vehicle,16
04/03/2019,Theft of Vehicle,10
04/03/2019,Traffic,1
04/03/2019,Weapons Offense,4
04/03/2020,Arson,2
04/03/2020,Assault,63
04/03/2020,Breaking & Entering,15
04/03/2020,Disorder,3
04/03/2020,Drugs,4
04/03/2020,Property Crime,35
04/03/2020,Robbery,5
04/03/2020,Theft,45
04/03/2020,Theft from Vehicle,13
04/03/2020,Theft of Vehicle,16
04/03/2020,Traffic,2
04/03/2020,Vehicle Recovery,1
04/03/2020,Weapons Offense,5
04/03/2021,Arson,2
04/03/2021,Assault,68
04/03/2021,Breaking & Entering,7
04/03/2021,Disorder,3
04/03/2021,Drugs,17
04/03/2021,Homicide,1
04/03/2021,Liquor,1
04/03/2021,Property Crime,29
04/03/2021,Robbery,12
04/03/2021,Theft,49
04/03/2021,Theft from Vehicle,22
04/03/2021,Theft of Vehicle,18
04/03/2021,Vehicle Recovery,2
04/03/2021,Weapons Offense,12
04/03/2022,Assault,70
04/03/2022,Breaking & Entering,13
04/03/2022,Disorder,4
04/03/2022,Drugs,15
04/03/2022,Family Offense,1
04/03/2022,Homicide,2
04/03/2022,Kidnapping,1
04/03/2022,Property Crime,40
04/03/2022,Robbery,11
04/03/2022,Theft,52
04/03/2022,Theft from Vehicle,21
04/03/2022,Theft of Vehicle,16
04/03/2022,Traffic,2
04/03/2022,Vehicle Recovery,5
04/03/2022,Weapons Offense,9
04/04/2005,Breaking & Entering,1
04/04/2005,Disorder,1
04/04/2006,Assault,92
04/04/2006,Breaking & Entering,47
04/04/2006,Disorder,1
04/04/2006,Drugs,12
04/04/2006,Property Crime,42
04/04/2006,Robbery,9
04/04/2006,Theft,57
04/04/2006,Theft from Vehicle,22
04/04/2006,Theft of Vehicle,20
04/04/2006,Vehicle Recovery,3
04/04/2006,Weapons Offense,1
04/04/2007,Arson,2
04/04/2007,Assault,83
04/04/2007,Breaking & Entering,42
04/04/2007,Disorder,1
04/04/2007,Drugs,39
04/04/2007,Property Crime,45
04/04/2007,Robbery,10
04/04/2007,Theft,58
04/04/2007,Theft from Vehicle,29
04/04/2007,Theft of Vehicle,16
04/04/2007,Traffic,2
04/04/2007,Weapons Offense,5
04/04/2008,Assault,89
04/04/2008,Breaking & Entering,43
04/04/2008,Disorder,1
04/04/2008,Drugs,18
04/04/2008,Family Offense,2
04/04/2008,Kidnapping,1
04/04/2008,Property Crime,50
04/04/2008,Robbery,11
04/04/2008,Theft,78
04/04/2008,Theft from Vehicle,34
04/04/2008,Theft of Vehicle,24
04/04/2008,Traffic,2
04/04/2008,Vehicle Recovery,1
04/04/2008,Weapons Offense,1
04/04/2009,Arson,1
04/04/2009,Assault,85
04/04/2009,Breaking & Entering,18
04/04/2009,Drugs,35
04/04/2009,Family Offense,2
04/04/2009,Homicide,1
04/04/2009,Liquor,1
04/04/2009,Property Crime,36
04/04/2009,Robbery,18
04/04/2009,Theft,68
04/04/2009,Theft from Vehicle,19
04/04/2009,Theft of Vehicle,12
04/04/2009,Traffic,4
04/04/2009,Weapons Offense,7
04/04/2010,Assault,130
04/04/2010,Breaking & Entering,15
04/04/2010,Drugs,10
04/04/2010,Family Offense,1
04/04/2010,Property Crime,32
04/04/2010,Robbery,8
04/04/2010,Theft,47
04/04/2010,Theft from Vehicle,12
04/04/2010,Theft of Vehicle,7
04/04/2010,Traffic,6
04/04/2010,Vehicle Recovery,2
04/04/2010,Weapons Offense,1
04/04/2011,Assault,75
04/04/2011,Breaking & Entering,49
04/04/2011,Disorder,5
04/04/2011,Drugs,11
04/04/2011,Family Offense,1
04/04/2011,Homicide,1
04/04/2011,Property Crime,26
04/04/2011,Robbery,6
04/04/2011,Theft,53
04/04/2011,Theft from Vehicle,17
04/04/2011,Theft of Vehicle,7
04/04/2011,Traffic,4
04/04/2011,Weapons Offense,3
04/04/2012,Arson,1
04/04/2012,Assault,101
04/04/2012,Breaking & Entering,19
04/04/2012,Disorder,5
04/04/2012,Drugs,30
04/04/2012,Family Offense,1
04/04/2012,Property Crime,35
04/04/2012,Robbery,5
04/04/2012,Theft,63
04/04/2012,Theft from Vehicle,15
04/04/2012,Theft of Vehicle,5
04/04/2012,Traffic,2
04/04/2012,Vehicle Recovery,1
04/04/2012,Weapons Offense,3
04/04/2013,Assault,84
04/04/2013,Breaking & Entering,34
04/04/2013,Disorder,2
04/04/2013,Drugs,30
04/04/2013,Family Offense,1
04/04/2013,Property Crime,25
04/04/2013,Robbery,5
04/04/2013,Theft,52
04/04/2013,Theft from Vehicle,9
04/04/2013,Theft of Vehicle,18
04/04/2013,Traffic,2
04/04/2013,Vehicle Recovery,1
04/04/2013,Weapons Offense,6
04/04/2014,Assault,99
04/04/2014,Breaking & Entering,37
04/04/2014,Disorder,6
04/04/2014,Drugs,27
04/04/2014,Family Offense,2
04/04/2014,Homicide,1
04/04/2014,Kidnapping,1
04/04/2014,Liquor,1
04/04/2014,Property Crime,42
04/04/2014,Robbery,12
04/04/2014,Theft,65
04/04/2014,Theft from Vehicle,12
04/04/2014,Theft of Vehicle,8
04/04/2014,Traffic,4
04/04/2014,Vehicle Recovery,1
04/04/2014,Weapons Offense,4
04/04/2015,Assault,102
04/04/2015,Breaking & Entering,27
04/04/2015,Disorder,5
04/04/2015,Drugs,20
04/04/2015,Family Offense,2
04/04/2015,Property Crime,31
04/04/2015,Robbery,15
04/04/2015,Theft,61
04/04/2015,Theft from Vehicle,18
04/04/2015,Theft of Vehicle,10
04/04/2015,Traffic,3
04/04/2015,Vehicle Recovery,2
04/04/2015,Weapons Offense,2
04/04/2016,Arson,3
04/04/2016,Assault,76
04/04/2016,Breaking & Entering,27
04/04/2016,Disorder,3
04/04/2016,Drugs,16
04/04/2016,Family Offense,5
04/04/2016,Kidnapping,2
04/04/2016,Property Crime,27
04/04/2016,Robbery,11
04/04/2016,Theft,57
04/04/2016,Theft from Vehicle,14
04/04/2016,Theft of Vehicle,6
04/04/2016,Traffic,1
04/04/2016,Vehicle Recovery,1
04/04/2016,Weapons Offense,3
04/04/2017,Assault,85
04/04/2017,Breaking & Entering,19
04/04/2017,Disorder,2
04/04/2017,Drugs,11
04/04/2017,Family Offense,1
04/04/2017,Property Crime,45
04/04/2017,Robbery,7
04/04/2017,Theft,49
04/04/2017,Theft from Vehicle,12
04/04/2017,Theft of Vehicle,9
04/04/2017,Traffic,1
04/04/2017,Vehicle Recovery,1
04/04/2017,Weapons Offense,2
04/04/2018,Assault,87
04/04/2018,Breaking & Entering,23
04/04/2018,Disorder,3
04/04/2018,Drugs,11
04/04/2018,Family Offense,2
04/04/2018,Kidnapping,1
04/04/2018,Liquor,1
04/04/2018,Property Crime,24
04/04/2018,Robbery,7
04/04/2018,Theft,63
04/04/2018,Theft from Vehicle,23
04/04/2018,Theft of Vehicle,15
04/04/2018,Vehicle Recovery,1
04/04/2018,Weapons Offense,2
04/04/2019,Assault,65
04/04/2019,Breaking & Entering,26
04/04/2019,Disorder,9
04/04/2019,Drugs,11
04/04/2019,Family Offense,2
04/04/2019,Kidnapping,1
04/04/2019,Liquor,1
04/04/2019,Property Crime,28
04/04/2019,Robbery,6
04/04/2019,Theft,51
04/04/2019,Theft from Vehicle,22
04/04/2019,Theft of Vehicle,9
04/04/2019,Vehicle Recovery,2
04/04/2019,Weapons Offense,3
04/04/2020,Assault,68
04/04/2020,Breaking & Entering,13
04/04/2020,Disorder,2
04/04/2020,Drugs,7
04/04/2020,Family Offense,2
04/04/2020,Homicide,1
04/04/2020,Property Crime,42
04/04/2020,Robbery,10
04/04/2020,Theft,64
04/04/2020,Theft from Vehicle,20
04/04/2020,Theft of Vehicle,15
04/04/2020,Traffic,5
04/04/2020,Vehicle Recovery,1
04/04/2020,Weapons Offense,4
04/04/2021,Arson,1
04/04/2021,Assault,76
04/04/2021,Breaking & Entering,7
04/04/2021,Disorder,4
04/04/2021,Drugs,10
04/04/2021,Family Offense,2
04/04/2021,Homicide,1
04/04/2021,Property Crime,29
04/04/2021,Robbery,9
04/04/2021,Theft,40
04/04/2021,Theft from Vehicle,10
04/04/2021,Theft of Vehicle,5
04/04/2021,Traffic,6
04/04/2021,Weapons Offense,8
04/04/2022,Arson,1
04/04/2022,Assault,81
04/04/2022,Breaking & Entering,17
04/04/2022,Disorder,11
04/04/2022,Drugs,13
04/04/2022,Property Crime,30
04/04/2022,Robbery,6
04/04/2022,Theft,59
04/04/2022,Theft from Vehicle,18
04/04/2022,Theft of Vehicle,6
04/04/2022,Traffic,2
04/04/2022,Vehicle Recovery,3
04/04/2022,Weapons Offense,11
04/05/1975,Theft,1
04/05/2000,Drugs,1
04/05/2003,Theft,1
04/05/2004,Theft,1
04/05/2005,Theft,1
04/05/2006,Assault,87
04/05/2006,Breaking & Entering,51
04/05/2006,Drugs,19
04/05/2006,Property Crime,59
04/05/2006,Robbery,13
04/05/2006,Theft,57
04/05/2006,Theft from Vehicle,43
04/05/2006,Theft of Vehicle,27
04/05/2006,Weapons Offense,3
04/05/2007,Assault,92
04/05/2007,Breaking & Entering,46
04/05/2007,Disorder,1
04/05/2007,Drugs,30
04/05/2007,Family Offense,1
04/05/2007,Property Crime,61
04/05/2007,Robbery,9
04/05/2007,Theft,71
04/05/2007,Theft from Vehicle,29
04/05/2007,Theft of Vehicle,18
04/05/2007,Traffic,3
04/05/2007,Vehicle Recovery,3
04/05/2007,Weapons Offense,5
04/05/2008,Assault,105
04/05/2008,Breaking & Entering,24
04/05/2008,Disorder,1
04/05/2008,Drugs,11
04/05/2008,Family Offense,1
04/05/2008,Homicide,1
04/05/2008,Kidnapping,1
04/05/2008,Property Crime,35
04/05/2008,Robbery,14
04/05/2008,Theft,58
04/05/2008,Theft from Vehicle,34
04/05/2008,Theft of Vehicle,15
04/05/2008,Traffic,5
04/05/2008,Vehicle Recovery,1
04/05/2008,Weapons Offense,2
04/05/2009,Arson,1
04/05/2009,Assault,116
04/05/2009,Breaking & Entering,21
04/05/2009,Drugs,11
04/05/2009,Family Offense,2
04/05/2009,Liquor,1
04/05/2009,Property Crime,40
04/05/2009,Robbery,11
04/05/2009,Theft,59
04/05/2009,Theft from Vehicle,27
04/05/2009,Theft of Vehicle,16
04/05/2009,Traffic,7
04/05/2009,Weapons Offense,6
04/05/2010,Arson,1
04/05/2010,Assault,87
04/05/2010,Breaking & Entering,44
04/05/2010,Disorder,3
04/05/2010,Drugs,12
04/05/2010,Family Offense,4
04/05/2010,Homicide,1
04/05/2010,Property Crime,27
04/05/2010,Robbery,12
04/05/2010,Theft,64
04/05/2010,Theft from Vehicle,12
04/05/2010,Theft of Vehicle,16
04/05/2010,Traffic,1
04/05/2010,Weapons Offense,8
04/05/2011,Arson,1
04/05/2011,Assault,88
04/05/2011,Breaking & Entering,35
04/05/2011,Disorder,3
04/05/2011,Drugs,34
04/05/2011,Property Crime,28
04/05/2011,Robbery,7
04/05/2011,Theft,49
04/05/2011,Theft from Vehicle,14
04/05/2011,Theft of Vehicle,9
04/05/2011,Traffic,3
04/05/2011,Weapons Offense,7
04/05/2012,Arson,2
04/05/2012,Assault,98
04/05/2012,Breaking & Entering,44
04/05/2012,Disorder,1
04/05/2012,Drugs,19
04/05/2012,Family Offense,2
04/05/2012,Liquor,2
04/05/2012,Property Crime,37
04/05/2012,Robbery,6
04/05/2012,Theft,75
04/05/2012,Theft from Vehicle,10
04/05/2012,Theft of Vehicle,11
04/05/2012,Traffic,3
04/05/2012,Weapons Offense,2
04/05/2013,Assault,114
04/05/2013,Breaking & Entering,35
04/05/2013,Disorder,5
04/05/2013,Drugs,28
04/05/2013,Liquor,1
04/05/2013,Property Crime,38
04/05/2013,Robbery,16
04/05/2013,Theft,57
04/05/2013,Theft from Vehicle,21
04/05/2013,Theft of Vehicle,11
04/05/2013,Traffic,3
04/05/2013,Vehicle Recovery,4
04/05/2013,Weapons Offense,4
04/05/2014,Assault,72
04/05/2014,Breaking & Entering,18
04/05/2014,Disorder,2
04/05/2014,Drugs,19
04/05/2014,Family Offense,2
04/05/2014,Kidnapping,1
04/05/2014,Liquor,3
04/05/2014,Property Crime,32
04/05/2014,Robbery,6
04/05/2014,Theft,63
04/05/2014,Theft from Vehicle,13
04/05/2014,Theft of Vehicle,6
04/05/2014,Traffic,4
04/05/2014,Weapons Offense,5
04/05/2015,Arson,1
04/05/2015,Assault,91
04/05/2015,Breaking & Entering,17
04/05/2015,Disorder,1
04/05/2015,Drugs,6
04/05/2015,Family Offense,2
04/05/2015,Homicide,1
04/05/2015,Property Crime,34
04/05/2015,Robbery,7
04/05/2015,Theft,54
04/05/2015,Theft from Vehicle,13
04/05/2015,Theft of Vehicle,9
04/05/2015,Traffic,5
04/05/2015,Vehicle Recovery,1
04/05/2015,Weapons Offense,2
04/05/2016,Assault,82
04/05/2016,Breaking & Entering,20
04/05/2016,Disorder,5
04/05/2016,Drugs,16
04/05/2016,Kidnapping,3
04/05/2016,Property Crime,27
04/05/2016,Robbery,15
04/05/2016,Theft,43
04/05/2016,Theft from Vehicle,11
04/05/2016,Theft of Vehicle,10
04/05/2016,Traffic,3
04/05/2016,Weapons Offense,2
04/05/2017,Assault,73
04/05/2017,Breaking & Entering,24
04/05/2017,Disorder,6
04/05/2017,Drugs,16
04/05/2017,Family Offense,2
04/05/2017,Kidnapping,1
04/05/2017,Property Crime,39
04/05/2017,Robbery,1
04/05/2017,Theft,59
04/05/2017,Theft from Vehicle,8
04/05/2017,Theft of Vehicle,5
04/05/2017,Traffic,3
04/05/2017,Vehicle Recovery,1
04/05/2017,Weapons Offense,5
04/05/2018,Assault,68
04/05/2018,Breaking & Entering,23
04/05/2018,Disorder,4
04/05/2018,Drugs,15
04/05/2018,Family Offense,1
04/05/2018,Property Crime,34
04/05/2018,Robbery,8
04/05/2018,Theft,61
04/05/2018,Theft from Vehicle,7
04/05/2018,Theft of Vehicle,4
04/05/2018,Traffic,1
04/05/2018,Vehicle Recovery,1
04/05/2018,Weapons Offense,3
04/05/2019,Arson,2
04/05/2019,Assault,102
04/05/2019,Breaking & Entering,23
04/05/2019,Disorder,6
04/05/2019,Drugs,16
04/05/2019,Family Offense,1
04/05/2019,Homicide,1
04/05/2019,Property Crime,30
04/05/2019,Robbery,6
04/05/2019,Theft,63
04/05/2019,Theft from Vehicle,13
04/05/2019,Theft of Vehicle,14
04/05/2019,Traffic,2
04/05/2019,Weapons Offense,6
04/05/2020,Assault,63
04/05/2020,Breaking & Entering,14
04/05/2020,Disorder,3
04/05/2020,Drugs,2
04/05/2020,Homicide,2
04/05/2020,Property Crime,44
04/05/2020,Robbery,3
04/05/2020,Theft,50
04/05/2020,Theft from Vehicle,23
04/05/2020,Theft of Vehicle,17
04/05/2020,Vehicle Recovery,3
04/05/2020,Weapons Offense,5
04/05/2021,Arson,2
04/05/2021,Assault,90
04/05/2021,Breaking & Entering,18
04/05/2021,Disorder,2
04/05/2021,Drugs,7
04/05/2021,Family Offense,1
04/05/2021,Homicide,1
04/05/2021,Property Crime,34
04/05/2021,Robbery,11
04/05/2021,Theft,53
04/05/2021,Theft from Vehicle,12
04/05/2021,Theft of Vehicle,9
04/05/2021,Vehicle Recovery,1
04/05/2021,Weapons Offense,9
04/05/2022,Assault,75
04/05/2022,Breaking & Entering,19
04/05/2022,Disorder,4
04/05/2022,Drugs,8
04/05/2022,Family Offense,1
04/05/2022,Kidnapping,1
04/05/2022,Property Crime,28
04/05/2022,Robbery,9
04/05/2022,Theft,50
04/05/2022,Theft from Vehicle,14
04/05/2022,Theft of Vehicle,14
04/05/2022,Traffic,2
04/05/2022,Vehicle Recovery,1
04/05/2022,Weapons Offense,9
04/06/2001,Theft,1
04/06/2005,Theft,1
04/06/2006,Assault,106
04/06/2006,Breaking & Entering,43
04/06/2006,Disorder,2
04/06/2006,Drugs,10
04/06/2006,Property Crime,55
04/06/2006,Robbery,13
04/06/2006,Theft,59
04/06/2006,Theft from Vehicle,37
04/06/2006,Theft of Vehicle,26
04/06/2006,Vehicle Recovery,3
04/06/2006,Weapons Offense,3
04/06/2007,Assault,77
04/06/2007,Breaking & Entering,35
04/06/2007,Drugs,40
04/06/2007,Kidnapping,2
04/06/2007,Property Crime,49
04/06/2007,Robbery,19
04/06/2007,Theft,64
04/06/2007,Theft from Vehicle,40
04/06/2007,Theft of Vehicle,18
04/06/2007,Vehicle Recovery,2
04/06/2007,Weapons Offense,2
04/06/2008,Arson,1
04/06/2008,Assault,99
04/06/2008,Breaking & Entering,32
04/06/2008,Drugs,11
04/06/2008,Family Offense,1
04/06/2008,Homicide,1
04/06/2008,Kidnapping,1
04/06/2008,Property Crime,30
04/06/2008,Robbery,7
04/06/2008,Theft,57
04/06/2008,Theft from Vehicle,26
04/06/2008,Theft of Vehicle,11
04/06/2008,Traffic,5
04/06/2008,Vehicle Recovery,1
04/06/2009,Arson,1
04/06/2009,Assault,72
04/06/2009,Breaking & Entering,28
04/06/2009,Disorder,1
04/06/2009,Drugs,14
04/06/2009,Kidnapping,1
04/06/2009,Liquor,1
04/06/2009,Property Crime,39
04/06/2009,Robbery,8
04/06/2009,Theft,62
04/06/2009,Theft from Vehicle,24
04/06/2009,Theft of Vehicle,15
04/06/2009,Traffic,4
04/06/2009,Vehicle Recovery,1
04/06/2009,Weapons Offense,2
04/06/2010,Arson,1
04/06/2010,Assault,106
04/06/2010,Breaking & Entering,37
04/06/2010,Disorder,1
04/06/2010,Drugs,16
04/06/2010,Family Offense,1
04/06/2010,Kidnapping,2
04/06/2010,Property Crime,28
04/06/2010,Robbery,5
04/06/2010,Theft,65
04/06/2010,Theft from Vehicle,9
04/06/2010,Theft of Vehicle,9
04/06/2010,Traffic,2
04/06/2010,Vehicle Recovery,1
04/06/2010,Weapons Offense,1
04/06/2011,Arson,1
04/06/2011,Assault,120
04/06/2011,Breaking & Entering,50
04/06/2011,Disorder,4
04/06/2011,Drugs,26
04/06/2011,Property Crime,27
04/06/2011,Robbery,8
04/06/2011,Theft,56
04/06/2011,Theft from Vehicle,16
04/06/2011,Theft of Vehicle,13
04/06/2011,Traffic,2
04/06/2011,Weapons Offense,2
04/06/2012,Arson,1
04/06/2012,Assault,93
04/06/2012,Breaking & Entering,39
04/06/2012,Disorder,6
04/06/2012,Drugs,26
04/06/2012,Family Offense,2
04/06/2012,Property Crime,29
04/06/2012,Robbery,12
04/06/2012,Theft,88
04/06/2012,Theft from Vehicle,11
04/06/2012,Theft of Vehicle,4
04/06/2012,Traffic,4
04/06/2012,Weapons Offense,3
04/06/2013,Arson,1
04/06/2013,Assault,101
04/06/2013,Breaking & Entering,20
04/06/2013,Disorder,5
04/06/2013,Drugs,15
04/06/2013,Kidnapping,1
04/06/2013,Property Crime,44
04/06/2013,Robbery,12
04/06/2013,Theft,54
04/06/2013,Theft from Vehicle,14
04/06/2013,Theft of Vehicle,7
04/06/2013,Traffic,6
04/06/2013,Vehicle Recovery,1
04/06/2013,Weapons Offense,4
04/06/2014,Assault,89
04/06/2014,Breaking & Entering,20
04/06/2014,Disorder,2
04/06/2014,Drugs,2
04/06/2014,Liquor,1
04/06/2014,Property Crime,38
04/06/2014,Robbery,11
04/06/2014,Theft,38
04/06/2014,Theft from Vehicle,12
04/06/2014,Theft of Vehicle,8
04/06/2014,Traffic,1
04/06/2014,Weapons Offense,1
04/06/2015,Assault,73
04/06/2015,Breaking & Entering,29
04/06/2015,Disorder,2
04/06/2015,Drugs,6
04/06/2015,Family Offense,1
04/06/2015,Liquor,1
04/06/2015,Property Crime,29
04/06/2015,Robbery,6
04/06/2015,Theft,49
04/06/2015,Theft from Vehicle,25
04/06/2015,Theft of Vehicle,6
04/06/2015,Traffic,2
04/06/2015,Weapons Offense,2
04/06/2016,Arson,1
04/06/2016,Assault,70
04/06/2016,Breaking & Entering,21
04/06/2016,Disorder,6
04/06/2016,Drugs,22
04/06/2016,Family Offense,1
04/06/2016,Property Crime,33
04/06/2016,Robbery,6
04/06/2016,Theft,41
04/06/2016,Theft from Vehicle,16
04/06/2016,Theft of Vehicle,10
04/06/2016,Weapons Offense,6
